"customer_id","customer_name","customer_email","customer_address","age","gender","occupation","policy_id","policy_type","policy_start_date","policy_days","claim_id","claim_date","claim_amount","claim_category","num_claims","total_claim_amount"
7744,"Charles Bennett","cameron98@example.com","25206 Elizabeth Street
New Donna, MA 23006",22,"Male","Engineer, broadcasting (operations)",7050,"LIFE_INSURANCE","2022-07-15",254,NULL,NULL,NULL,NULL,"1","4866"
8775,"Elizabeth Carter","gonzalescynthia@example.net","979 Rachel Springs Apt. 831
Lake Jason, AK 95001",22,"Female","Private music teacher",7051,"HEALTH_INSURANCE","2022-05-28",302,2533,"2023-01-09","9881","High","1","9881"
6383,"James Larson","pattersonjames@example.org","6591 Todd Streets
Maciasmouth, MP 66773",44,"Female","Personal assistant",7052,"LIFE_INSURANCE","2023-04-16",-21,1183,"2022-10-07","6058","High","1","6058"
8854,"Ivan Garrison","deannawood@example.org","9306 Mercado Mission
Port Ryan, CO 17363",49,"Female","Learning disability nurse",7053,"LIFE_INSURANCE","2024-02-12",-323,NULL,NULL,NULL,NULL,"0",NULL
1388,"Jason Watkins","sara31@example.net","95099 Thomas Extensions
North Randallberg, WI 10196",22,"Female","Architectural technologist",7054,"AUTO_INSURANCE","2022-07-11",258,NULL,NULL,NULL,NULL,"0",NULL
9040,"Connie Gomez","dlowery@example.net","6926 Briggs Corners Apt. 413
Roberttown, PA 68723",45,"Female","Civil engineer, consulting",7055,"HEALTH_INSURANCE","2023-07-07",-103,NULL,NULL,NULL,NULL,"0",NULL
3394,"Manuel Simpson","nmcmahon@example.net","1137 Samantha Avenue
Braymouth, UT 22153",29,"Female","Glass blower/designer",7056,"LIFE_INSURANCE","2023-11-06",-225,1471,"2022-12-13","7811","High","2","9059"
3394,"Manuel Simpson","nmcmahon@example.net","1137 Samantha Avenue
Braymouth, UT 22153",29,"Female","Glass blower/designer",7056,"LIFE_INSURANCE","2023-11-06",-225,1952,"2023-03-17","1248","Medium","2","9059"
2677,"Lori Johnson","kimberly99@example.org","84633 Ryan Plaza
Veronicafurt, WI 74980",44,"Female","Editor, commissioning",7057,"HEALTH_INSURANCE","2023-01-27",58,NULL,NULL,NULL,NULL,"1","4594"
6304,"Sara Jones","andrewrobinson@example.org","6593 Shawn Hills Apt. 460
Lake Robertside, PA 57892",32,"Female","Estate agent",7058,"LIFE_INSURANCE","2022-12-07",109,1657,"2022-11-19","7993","High","1","7993"
697,"Justin Flowers","aprilhines@example.com","260 Juan Keys
Smithmouth, ND 44069",60,"Female","Physiotherapist",7059,"LIFE_INSURANCE","2022-07-29",240,62,"2021-07-25","414","Low","1","414"
9886,"Victoria Arellano","annayoung@example.com","9648 Rivera Extension
Brandyhaven, WI 96643",31,"Male","Soil scientist",7060,"AUTO_INSURANCE","2023-03-16",10,NULL,NULL,NULL,NULL,"0",NULL
5075,"Elizabeth Murphy","nheath@example.com","303 Ramirez Unions Suite 471
Port Ashleyport, IN 14435",19,"Male","Network engineer",7061,"AUTO_INSURANCE","2023-11-15",-234,NULL,NULL,NULL,NULL,"3","21191"
8352,"Jennifer Lopez","dbarry@example.net","45202 Brown Overpass
Gloriashire, WI 69730",59,"Male","Health visitor",7062,"AUTO_INSURANCE","2022-09-26",181,2661,"2021-10-02","1451","Medium","1","1451"
9294,"Maureen Perez","jose12@example.org","72956 Davis Estate
West Tiffanybury, WA 17630",36,"Female","Risk manager",7063,"AUTO_INSURANCE","2024-01-27",-307,NULL,NULL,NULL,NULL,"0",NULL
1124,"Rebecca Stewart","juliepowell@example.com","PSC 2977, Box 0020
APO AE 57412",61,"Male","Teacher, primary school",7064,"HEALTH_INSURANCE","2022-12-25",91,NULL,NULL,NULL,NULL,"2","17523"
9765,"Stacey Smith","fernandezamanda@example.org","55348 Vazquez Cove
Port Peter, NY 17437",65,"Female","Chiropodist",7065,"AUTO_INSURANCE","2023-11-25",-244,NULL,NULL,NULL,NULL,"0",NULL
6088,"Lisa Thornton","ryan50@example.com","3413 Manning Knoll Apt. 082
Perezbury, GU 82856",62,"Female","Systems developer",7066,"AUTO_INSURANCE","2022-03-20",371,NULL,NULL,NULL,NULL,"0",NULL
9014,"Christina Thomas","christinesmith@example.com","566 Robert Turnpike
East Larry, NH 86263",52,"Female","Civil engineer, consulting",7067,"HEALTH_INSURANCE","2023-09-24",-182,1273,"2022-01-17","1128","Medium","3","7521"
9014,"Christina Thomas","christinesmith@example.com","566 Robert Turnpike
East Larry, NH 86263",52,"Female","Civil engineer, consulting",7067,"HEALTH_INSURANCE","2023-09-24",-182,4142,"2021-08-21","4743","High","3","7521"
2589,"Martin Nixon","jimenezpaul@example.net","3593 Howell Highway Apt. 123
Zacharyport, GU 60294",51,"Female","Engineer, agricultural",7068,"AUTO_INSURANCE","2023-07-04",-100,225,"2021-06-13","9892","High","6","33583"
5412,"Daniel Lewis","allenclaudia@example.org","85908 Patrick Estates
New Alexanderside, ID 13282",47,"Female","Occupational therapist",7069,"AUTO_INSURANCE","2022-10-17",160,NULL,NULL,NULL,NULL,"2","9279"
6004,"Julie Graham","peterchase@example.net","0769 Long Summit Apt. 520
New Daniel, WY 30704",45,"Male","Financial trader",7070,"AUTO_INSURANCE","2022-12-02",114,NULL,NULL,NULL,NULL,"0",NULL
6169,"Dustin Cunningham","herreraamy@example.com","6197 Edwards Tunnel
New Grace, FM 36870",24,"Female","Psychiatric nurse",7071,"LIFE_INSURANCE","2023-07-22",-118,NULL,NULL,NULL,NULL,"0",NULL
5929,"Casey Johnson","reedjustin@example.com","302 Danielle Spring Suite 625
West Melissa, ID 63941",49,"Male","Therapist, nutritional",7072,"LIFE_INSURANCE","2023-04-13",-18,NULL,NULL,NULL,NULL,"0",NULL
9893,"Olivia Bean","watsonjeffrey@example.net","101 Campbell Crescent
Nicoleburgh, DC 16139",26,"Male","Engineer, drilling",7073,"AUTO_INSURANCE","2022-09-17",190,NULL,NULL,NULL,NULL,"2","13669"
314,"Patrick Howard","anichols@example.net","271 Lewis Mews Apt. 745
Lake Kevin, KS 25986",33,"Female","Health visitor",7074,"HEALTH_INSURANCE","2023-02-17",37,NULL,NULL,NULL,NULL,"0",NULL
5930,"Derek Barnett","jonesblake@example.org","71450 Jesse Court
East Teresa, MI 84635",55,"Female","Recruitment consultant",7075,"AUTO_INSURANCE","2022-06-11",288,NULL,NULL,NULL,NULL,"0",NULL
6143,"Kevin Hebert","adam71@example.net","0761 Oneal Fall
Andersonburgh, AK 91515",19,"Female","Historic buildings inspector/conservation officer",7076,"HEALTH_INSURANCE","2023-06-04",-70,4687,"2023-01-11","7340","High","3","16978"
3452,"Steven Miller","matthewjenkins@example.net","85933 Newman Spurs
Lynchshire, ID 92476",29,"Male","Therapist, drama",7077,"AUTO_INSURANCE","2023-02-23",31,4344,"2022-07-20","7516","High","1","7516"
2799,"Jamie Greene","sallyjuarez@example.org","USNV Carter
FPO AE 12725",20,"Female","Oncologist",7078,"AUTO_INSURANCE","2022-11-05",141,NULL,NULL,NULL,NULL,"0",NULL
5741,"Thomas Phillips","beverly98@example.org","359 Schultz Hollow
Brownside, ID 07691",65,"Male","Lighting technician, broadcasting/film/video",7079,"AUTO_INSURANCE","2022-05-13",317,NULL,NULL,NULL,NULL,"0",NULL
6899,"Kelsey Adams","torreskaren@example.com","429 Wallace Common Suite 307
Sarahchester, IN 97063",26,"Female","Consulting civil engineer",7080,"HEALTH_INSURANCE","2023-04-21",-26,1502,"2023-01-18","4861","High","3","15622"
4751,"Linda Bennett","michael13@example.com","1979 Smith Radial
North Tracyborough, ND 47460",64,"Male","Psychologist, prison and probation services",7081,"LIFE_INSURANCE","2023-11-19",-238,1917,"2022-11-12","3114","High","1","3114"
3428,"Daniel Herman","joann95@example.net","67850 Vargas Canyon
Edwardshire, MS 78275",55,"Female","Retail buyer",7082,"LIFE_INSURANCE","2022-08-24",214,NULL,NULL,NULL,NULL,"0",NULL
218,"Mrs. Jill Barrett","robinsontaylor@example.net","28845 Aaron Fort
Stevenbury, AL 99859",27,"Male","English as a second language teacher",7083,"LIFE_INSURANCE","2023-11-14",-233,479,"2021-08-03","674","Medium","2","3662"
1601,"Melissa Wilson","barbernichole@example.com","5147 Watson Grove Apt. 294
New Williamtown, MN 61956",19,"Female","Ambulance person",7084,"LIFE_INSURANCE","2022-04-25",335,1733,"2021-12-06","7445","High","1","7445"
7804,"Monique Lee","joshuajohnson@example.com","7785 Clark Springs
West Johnmouth, MD 56661",56,"Male","Hydrologist",7085,"LIFE_INSURANCE","2023-07-09",-105,2862,"2022-01-26","9015","High","3","15602"
3803,"Laura Green","lauren56@example.com","889 Ashley Branch Apt. 353
Robinview, AZ 17153",60,"Male","Customer service manager",7086,"AUTO_INSURANCE","2022-05-02",328,360,"2022-10-02","2635","High","1","2635"
5688,"Tiffany Carter","gwagner@example.net","651 Guzman Square
New Jennifer, MH 65070",46,"Male","Product manager",7087,"HEALTH_INSURANCE","2023-09-24",-182,4233,"2021-12-30","2797","High","1","2797"
9076,"Charles Evans","robertjohnson@example.com","9773 Ross Union
Grossbury, PW 57471",63,"Female","Diplomatic Services operational officer",7088,"AUTO_INSURANCE","2022-08-28",210,NULL,NULL,NULL,NULL,"0",NULL
5108,"Richard Dennis","timothy76@example.net","9653 Paul Springs
Coleport, DC 43627",59,"Male","Geologist, wellsite",7089,"HEALTH_INSURANCE","2022-03-20",371,2182,"2022-02-14","6705","High","3","14980"
3864,"Stephanie Jones","joseph62@example.org","6384 Mason Shoal Suite 487
North Ronald, SD 32437",63,"Female","Conservator, museum/gallery",7090,"LIFE_INSURANCE","2022-08-19",219,2695,"2022-04-27","1522","Medium","2","6213"
3864,"Stephanie Jones","joseph62@example.org","6384 Mason Shoal Suite 487
North Ronald, SD 32437",63,"Female","Conservator, museum/gallery",7090,"LIFE_INSURANCE","2022-08-19",219,3597,"2022-09-29","4691","High","2","6213"
5198,"Deborah Davis","tdiaz@example.com","363 Victoria Club
Mcgeebury, KS 54175",51,"Male","Horticulturist, amenity",7091,"AUTO_INSURANCE","2023-12-09",-258,NULL,NULL,NULL,NULL,"0",NULL
6840,"Danielle Melendez","suzanne04@example.org","613 Ramos Stream
Port Nathanielmouth, KY 49900",36,"Male","Statistician",7092,"LIFE_INSURANCE","2023-11-04",-223,NULL,NULL,NULL,NULL,"0",NULL
9534,"Dr. Brian Gonzales","mariamurray@example.org","55028 Brown Gateway
Carlahaven, NE 38487",28,"Male","Journalist, broadcasting",7093,"AUTO_INSURANCE","2022-10-15",162,2540,"2021-09-25","213","Low","2","7265"
8926,"Lisa Webb","sbrown@example.net","09881 Seth Overpass Apt. 217
Robertston, LA 32984",21,"Female","Oncologist",7094,"AUTO_INSURANCE","2023-07-29",-125,NULL,NULL,NULL,NULL,"0",NULL
4203,"Courtney Smith","allisonmatthews@example.org","51683 Brady Junction Apt. 643
Hayesport, WV 83775",18,"Male","Emergency planning/management officer",7095,"AUTO_INSURANCE","2023-12-06",-255,NULL,NULL,NULL,NULL,"2","17748"
4333,"Jason Morgan","benjaminjimenez@example.net","41716 Garner Shores
East Tammyside, CT 51791",55,"Male","Sports therapist",7096,"HEALTH_INSURANCE","2023-05-08",-43,3660,"2022-06-30","4382","High","2","12110"
544,"Philip Cook","zmedina@example.org","00578 Gutierrez Mills
New Megan, MN 23748",43,"Male","Financial planner",7097,"AUTO_INSURANCE","2023-08-31",-158,2895,"2022-11-22","5952","High","1","5952"
3924,"Toni Murray","angela37@example.net","160 Turner Hill
Amyview, AL 71010",56,"Female","Doctor, hospital",7098,"LIFE_INSURANCE","2023-02-23",31,NULL,NULL,NULL,NULL,"2","10388"
6654,"Erika Barrett","scott07@example.com","93516 Gilmore Mall
South Dwayne, KS 74559",33,"Female","Engineer, land",7099,"LIFE_INSURANCE","2022-05-26",304,2355,"2021-10-13","656","Medium","8","32452"
6654,"Erika Barrett","scott07@example.com","93516 Gilmore Mall
South Dwayne, KS 74559",33,"Female","Engineer, land",7099,"LIFE_INSURANCE","2022-05-26",304,971,"2023-01-30","8878","High","8","32452"
6372,"Mark Murphy","tking@example.com","9591 Kathryn Fords Apt. 242
Raymondfurt, PW 67433",32,"Male","Higher education careers adviser",7100,"LIFE_INSURANCE","2022-08-15",223,NULL,NULL,NULL,NULL,"1","5402"
3459,"Michael Long","monroescott@example.com","726 Ward Plaza
Port Christopherport, HI 53324",61,"Female","Illustrator",7101,"LIFE_INSURANCE","2023-10-17",-205,NULL,NULL,NULL,NULL,"0",NULL
9550,"James Long","erin00@example.com","47085 Lisa Skyway Apt. 141
Williamville, NE 93294",55,"Male","Waste management officer",7102,"LIFE_INSURANCE","2023-10-05",-193,2621,"2021-10-10","130","Low","2","8272"
9550,"James Long","erin00@example.com","47085 Lisa Skyway Apt. 141
Williamville, NE 93294",55,"Male","Waste management officer",7102,"LIFE_INSURANCE","2023-10-05",-193,2784,"2023-03-17","8142","High","2","8272"
3284,"Terry Ross","ogordon@example.net","574 Tiffany Ridge Apt. 775
Port Joseph, MO 95129",39,"Male","Counselling psychologist",7103,"HEALTH_INSURANCE","2022-06-04",295,NULL,NULL,NULL,NULL,"0",NULL
4761,"Jeff Johnson","lisakline@example.com","7171 White Rapids
Smithton, TN 23385",63,"Female","Hospital doctor",7104,"AUTO_INSURANCE","2023-06-19",-85,NULL,NULL,NULL,NULL,"1","9500"
8538,"Chad Cline","zwells@example.net","151 Alexandria Vista
Port Matthewburgh, VT 76951",38,"Male","Restaurant manager, fast food",7105,"LIFE_INSURANCE","2023-02-12",42,3318,"2021-06-15","2263","High","1","2263"
4589,"Dillon Coleman","danacarr@example.com","Unit 4731 Box 7589
DPO AP 14191",60,"Male","Product/process development scientist",7106,"LIFE_INSURANCE","2023-02-18",36,1091,"2022-10-01","3946","High","3","8298"
4589,"Dillon Coleman","danacarr@example.com","Unit 4731 Box 7589
DPO AP 14191",60,"Male","Product/process development scientist",7106,"LIFE_INSURANCE","2023-02-18",36,3928,"2022-08-18","3491","High","3","8298"
3635,"Mark Montgomery","josephrivera@example.org","513 Morris Mountain Suite 154
West Tinatown, GU 86933",40,"Female","Clinical molecular geneticist",7107,"LIFE_INSURANCE","2023-02-26",28,NULL,NULL,NULL,NULL,"0",NULL
124,"Danielle Torres MD","wagnernicole@example.com","453 Mark Walks
New Jenniferville, OH 98818",38,"Female","Manufacturing systems engineer",7108,"AUTO_INSURANCE","2023-06-17",-83,NULL,NULL,NULL,NULL,"0",NULL
2834,"Tamara Sandoval","brownanthony@example.net","PSC 8707, Box 4345
APO AE 73648",21,"Female","Designer, textile",7109,"LIFE_INSURANCE","2023-04-06",-11,NULL,NULL,NULL,NULL,"0",NULL
3864,"Stephanie Jones","joseph62@example.org","6384 Mason Shoal Suite 487
North Ronald, SD 32437",63,"Female","Conservator, museum/gallery",7110,"LIFE_INSURANCE","2023-09-03",-161,NULL,NULL,NULL,NULL,"2","6213"
9918,"Kim Ramirez","upatton@example.org","04427 Lisa Expressway
Brandtport, MD 10130",22,"Female","Administrator, arts",7111,"LIFE_INSURANCE","2022-12-06",110,NULL,NULL,NULL,NULL,"1","1490"
6995,"Andrea Marsh","marytucker@example.com","6175 Rachel Falls Suite 569
Jonathanview, FL 39650",23,"Female","Scientific laboratory technician",7112,"AUTO_INSURANCE","2023-09-14",-172,NULL,NULL,NULL,NULL,"5","18162"
7246,"Erin King","timothy19@example.org","26286 Judy Parks
Wolfchester, MO 32941",36,"Female","Forensic scientist",7113,"AUTO_INSURANCE","2023-06-02",-68,1879,"2022-09-20","2488","High","1","2488"
6764,"Ashley Clay","tmartin@example.com","666 Ford Park Apt. 460
Sanchezview, MA 85452",58,"Male","Oncologist",7114,"HEALTH_INSURANCE","2022-09-05",202,NULL,NULL,NULL,NULL,"0",NULL
2429,"Michael Palmer","obrown@example.net","05471 Stephenson Canyon
Shirleyton, KS 50184",28,"Male","Surveyor, planning and development",7115,"AUTO_INSURANCE","2023-08-30",-157,2629,"2021-12-15","6291","High","3","13916"
6278,"Laura Bright","ywallace@example.net","455 Steven Heights
North Richard, MT 72731",42,"Male","Trade union research officer",7116,"AUTO_INSURANCE","2023-07-23",-119,NULL,NULL,NULL,NULL,"1","2574"
6323,"Jared Stark","deanmelissa@example.org","3964 Victoria Manors Apt. 882
South Stuartland, AR 68761",62,"Female","Teacher, English as a foreign language",7117,"HEALTH_INSURANCE","2022-06-19",280,1922,"2021-11-04","735","Medium","2","10206"
160,"Karen Smith","sharonnewton@example.com","32797 Lawson Cliffs
Port Bobbyfort, AS 18303",26,"Male","Leisure centre manager",7118,"HEALTH_INSURANCE","2022-11-09",137,NULL,NULL,NULL,NULL,"1","2256"
1235,"Christina Burch","ujones@example.org","262 Jennifer Village Apt. 005
East Cindychester, NH 62553",22,"Male","Education administrator",7119,"AUTO_INSURANCE","2024-02-12",-323,4889,"2022-05-28","7826","High","3","17119"
8490,"Laura Hammond","anita21@example.com","33766 Tracy Prairie
Brandonport, NY 97523",22,"Male","Bonds trader",7120,"HEALTH_INSURANCE","2022-07-15",254,4949,"2021-04-03","5488","High","1","5488"
5448,"Emily Hammond","lgillespie@example.net","USCGC Lynch
FPO AA 72896",33,"Female","Engineer, biomedical",7121,"HEALTH_INSURANCE","2023-03-14",12,NULL,NULL,NULL,NULL,"2","5016"
1689,"Savannah Johns","christine94@example.org","66001 Smith Keys
New Alan, TX 69902",29,"Male","Field trials officer",7122,"LIFE_INSURANCE","2023-05-21",-56,NULL,NULL,NULL,NULL,"0",NULL
6222,"Melissa Moran","walkerrebecca@example.org","08322 Roberts Walks
West Edward, WV 53553",53,"Female","Probation officer",7123,"AUTO_INSURANCE","2024-02-28",-339,4230,"2022-11-26","480","Low","3","10246"
6222,"Melissa Moran","walkerrebecca@example.org","08322 Roberts Walks
West Edward, WV 53553",53,"Female","Probation officer",7123,"AUTO_INSURANCE","2024-02-28",-339,1269,"2021-04-19","7538","High","3","10246"
2023,"Greg Melendez","joseph73@example.org","958 Ryan Ramp
Lake Kathleen, NJ 29447",32,"Male","Teaching laboratory technician",7124,"AUTO_INSURANCE","2023-01-06",79,NULL,NULL,NULL,NULL,"0",NULL
2470,"Andrea Powers","lonnie86@example.com","634 Barron Locks Suite 598
Cunninghamshire, MD 88111",45,"Male","Publishing rights manager",7125,"LIFE_INSURANCE","2023-12-13",-262,NULL,NULL,NULL,NULL,"0",NULL
5796,"Jamie Mathis","hhall@example.net","7285 Hamilton Spur
Melissaborough, IA 06563",45,"Female","Doctor, hospital",7126,"AUTO_INSURANCE","2023-04-17",-22,NULL,NULL,NULL,NULL,"0",NULL
2151,"Alisha Stuart","thomasortega@example.net","8839 Austin Tunnel Apt. 110
East Johnview, IL 67732",36,"Male","Surveyor, building",7127,"HEALTH_INSURANCE","2022-10-31",146,3979,"2021-10-08","8192","High","1","8192"
6719,"Rita White","ybranch@example.net","80582 Robert Bypass Suite 025
Thompsonmouth, MP 72504",29,"Male","Colour technologist",7128,"AUTO_INSURANCE","2022-04-22",338,4806,"2021-12-19","3552","High","4","24938"
6719,"Rita White","ybranch@example.net","80582 Robert Bypass Suite 025
Thompsonmouth, MP 72504",29,"Male","Colour technologist",7128,"AUTO_INSURANCE","2022-04-22",338,2204,"2021-04-20","8229","High","4","24938"
2986,"Jennifer Murphy","andersondenise@example.com","88109 Joshua Mill Apt. 123
Hinesburgh, WA 10960",62,"Male","Herpetologist",7129,"HEALTH_INSURANCE","2023-11-25",-244,NULL,NULL,NULL,NULL,"0",NULL
168,"Jennifer Thompson","gbrewer@example.net","192 Adams Oval
Riversside, CO 02154",35,"Male","Therapist, horticultural",7130,"AUTO_INSURANCE","2022-03-25",366,NULL,NULL,NULL,NULL,"0",NULL
7236,"Amy Bryant","dennis77@example.net","995 Sweeney Estate
Harrisberg, MT 92294",26,"Male","Geophysicist/field seismologist",7131,"HEALTH_INSURANCE","2022-03-20",371,NULL,NULL,NULL,NULL,"3","10342"
8918,"Christopher Ray","christopher09@example.com","04249 Nathaniel Union
New Jamie, OR 98784",21,"Female","Fast food restaurant manager",7132,"LIFE_INSURANCE","2022-06-24",275,1934,"2022-01-05","2424","High","2","7949"
1776,"Nicole Carter","jamesholt@example.com","069 Anita Prairie Suite 770
North Kathrynberg, DC 42889",34,"Male","Financial manager",7133,"HEALTH_INSURANCE","2023-02-03",51,NULL,NULL,NULL,NULL,"1","5164"
423,"Yolanda Washington","walkerpatricia@example.org","875 Tracy Prairie
New Alejandromouth, KS 79861",33,"Female","Editor, magazine features",7134,"AUTO_INSURANCE","2022-12-21",95,78,"2021-10-14","1169","Medium","2","9704"
7214,"Becky Jones","iduarte@example.org","100 Matthews Fords Suite 787
North Aprilshire, MA 17704",54,"Female","Pharmacist, hospital",7135,"HEALTH_INSURANCE","2022-08-18",220,NULL,NULL,NULL,NULL,"0",NULL
9287,"Michael Harrison","alyssa24@example.com","110 Anna Plaza Suite 718
East Michelleborough, MO 36726",34,"Male","Ship broker",7136,"AUTO_INSURANCE","2023-10-01",-189,NULL,NULL,NULL,NULL,"2","14021"
5863,"Scott Fuentes","david69@example.org","PSC 1102, Box 1150
APO AE 99680",60,"Female","Multimedia specialist",7137,"LIFE_INSURANCE","2023-01-28",57,NULL,NULL,NULL,NULL,"0",NULL
3409,"Dennis Smith","ann24@example.com","232 Patricia Run Suite 057
Michaelchester, MI 39847",34,"Female","English as a foreign language teacher",7138,"AUTO_INSURANCE","2022-07-20",249,777,"2022-09-25","4020","High","1","4020"
7455,"Derek Burns","hendersonkristine@example.org","2873 Oneill Neck
New Paul, WI 63035",57,"Male","Dancer",7139,"AUTO_INSURANCE","2024-02-07",-318,1601,"2021-05-26","7832","High","3","16807"
7455,"Derek Burns","hendersonkristine@example.org","2873 Oneill Neck
New Paul, WI 63035",57,"Male","Dancer",7139,"AUTO_INSURANCE","2024-02-07",-318,2346,"2021-04-04","8684","High","3","16807"
7455,"Derek Burns","hendersonkristine@example.org","2873 Oneill Neck
New Paul, WI 63035",57,"Male","Dancer",7139,"AUTO_INSURANCE","2024-02-07",-318,365,"2023-03-08","291","Low","3","16807"
67,"Matthew Adams","daisy09@example.org","3459 Reynolds Dale Suite 549
Lake Eric, ID 81935",28,"Male","Higher education lecturer",7140,"LIFE_INSURANCE","2024-03-14",-354,NULL,NULL,NULL,NULL,"0",NULL
5278,"Anna Davis","sophia26@example.com","096 Barnes Center
Lake Bradleytown, AR 65837",40,"Female","Outdoor activities/education manager",7141,"HEALTH_INSURANCE","2024-02-13",-324,NULL,NULL,NULL,NULL,"0",NULL
3472,"Erin Martin","vanessabailey@example.com","PSC 5265, Box 2662
APO AA 49591",21,"Male","Sports therapist",7142,"AUTO_INSURANCE","2022-09-07",200,NULL,NULL,NULL,NULL,"0",NULL
1130,"Martin English","zrobertson@example.org","3204 Traci Dam
Karinaburgh, SD 23061",30,"Female","Multimedia specialist",7143,"LIFE_INSURANCE","2023-08-17",-144,NULL,NULL,NULL,NULL,"0",NULL
6950,"Amanda Murphy","markmoreno@example.org","594 Larry Rest
South Shawn, AZ 18126",29,"Male","Learning disability nurse",7144,"LIFE_INSURANCE","2023-09-27",-185,NULL,NULL,NULL,NULL,"0",NULL
4083,"Kyle Dudley","tkim@example.net","1209 Palmer Streets Suite 294
New George, ID 60093",64,"Male","Engineering geologist",7145,"LIFE_INSURANCE","2024-01-07",-287,887,"2021-06-29","1502","Medium","3","10759"
4083,"Kyle Dudley","tkim@example.net","1209 Palmer Streets Suite 294
New George, ID 60093",64,"Male","Engineering geologist",7145,"LIFE_INSURANCE","2024-01-07",-287,109,"2023-03-09","9131","High","3","10759"
8552,"James Page","johnsonrobert@example.org","4485 Watson Dale Suite 092
South Cody, ME 88849",24,"Male","Chartered accountant",7146,"AUTO_INSURANCE","2022-03-23",368,3152,"2022-12-12","944","Medium","2","8285"
8552,"James Page","johnsonrobert@example.org","4485 Watson Dale Suite 092
South Cody, ME 88849",24,"Male","Chartered accountant",7146,"AUTO_INSURANCE","2022-03-23",368,1596,"2021-07-29","7341","High","2","8285"
7381,"Jerry Pope","alisha49@example.org","81067 Davidson Via
South Ronnie, MH 97305",36,"Female","Sports administrator",7147,"HEALTH_INSURANCE","2022-12-21",95,3894,"2022-07-09","3026","High","1","3026"
8832,"Jacqueline Morton","millsmatthew@example.net","USNS Hernandez
FPO AE 01567",53,"Male","Risk manager",7148,"HEALTH_INSURANCE","2023-03-07",19,NULL,NULL,NULL,NULL,"0",NULL
6121,"Anthony Berry","xdavis@example.net","4344 Bennett Views Apt. 213
West Joseph, WY 28415",47,"Male","Engineer, civil (consulting)",7149,"LIFE_INSURANCE","2024-01-12",-292,NULL,NULL,NULL,NULL,"3","24070"
1310,"Jennifer House","amymercer@example.net","620 Angel Road
Thomasfurt, SD 73774",50,"Female","Gaffer",7150,"AUTO_INSURANCE","2023-05-08",-43,3741,"2022-01-12","2983","High","2","3561"
2438,"David Townsend","deniserodriguez@example.org","3151 Bowman Fall Suite 959
West David, KY 08512",36,"Female","Solicitor, Scotland",7151,"HEALTH_INSURANCE","2024-01-12",-292,NULL,NULL,NULL,NULL,"4","15278"
9050,"Jesus Dawson","troylucero@example.com","USS Bolton
FPO AA 03599",31,"Female","Economist",7152,"AUTO_INSURANCE","2023-05-06",-41,NULL,NULL,NULL,NULL,"0",NULL
3758,"Leslie Wolf","jcooper@example.net","0876 Robinson Wells
Garcialand, NE 21112",45,"Male","Barrister's clerk",7153,"LIFE_INSURANCE","2023-11-12",-231,3509,"2021-07-28","2031","High","1","2031"
2364,"Bradley Holt","jamesbowman@example.org","62962 Oliver Pike Apt. 649
Jeremychester, IA 10569",26,"Female","Charity officer",7154,"AUTO_INSURANCE","2023-06-25",-91,NULL,NULL,NULL,NULL,"0",NULL
1889,"Amanda White","rebeccawhite@example.org","2560 Robert Parks Apt. 549
Thorntontown, WV 83602",50,"Male","Administrator, arts",7155,"AUTO_INSURANCE","2023-12-07",-256,NULL,NULL,NULL,NULL,"1","4805"
4823,"Erika Berry","ronaldcollier@example.org","05789 Singleton Wells
Paigeview, AZ 99724",33,"Female","Quantity surveyor",7156,"AUTO_INSURANCE","2023-07-10",-106,NULL,NULL,NULL,NULL,"0",NULL
9460,"Zachary Tanner","wilsonjennifer@example.org","99499 Copeland Mission
Amandachester, OH 27617",61,"Female","Teacher, English as a foreign language",7157,"HEALTH_INSURANCE","2023-12-28",-277,NULL,NULL,NULL,NULL,"1","8820"
222,"Timothy Lynch","valerie82@example.net","151 Brown Rapids
Kathleenfort, SC 09209",53,"Male","Press photographer",7158,"HEALTH_INSURANCE","2022-06-09",290,NULL,NULL,NULL,NULL,"0",NULL
6811,"Terry Luna","andrewdodson@example.net","831 Nichols Roads Apt. 041
Garciaview, PR 11349",58,"Male","Secondary school teacher",7159,"HEALTH_INSURANCE","2023-04-20",-25,NULL,NULL,NULL,NULL,"0",NULL
8782,"Michael White","kimberly80@example.com","3571 Harris Court Apt. 564
Kimberlyton, OH 51659",64,"Female","Academic librarian",7160,"AUTO_INSURANCE","2023-10-31",-219,NULL,NULL,NULL,NULL,"2","11116"
3474,"Justin Bryant","frodriguez@example.net","03762 Copeland Well
Chavezchester, MN 21404",20,"Female","Industrial/product designer",7161,"LIFE_INSURANCE","2022-12-08",108,NULL,NULL,NULL,NULL,"2","5721"
5529,"Mark Young","angelica71@example.net","82825 Paul Track
East Brandon, WY 52072",53,"Male","Paramedic",7162,"LIFE_INSURANCE","2023-12-07",-256,1458,"2022-07-05","9350","High","5","24783"
5350,"Anthony Rodriguez","ocampbell@example.org","Unit 5151 Box 3047
DPO AP 77784",27,"Female","Office manager",7163,"LIFE_INSURANCE","2022-08-17",221,NULL,NULL,NULL,NULL,"1","7499"
